# program_identity v1; subbench=capability@0.1; engine=pcrec; old=25b1984f; new=8d716693
# binaries: 25b1984f=9a0a969b2bc226ea52221eb07f5a0fe665681d254577d829495adaaaec4bee93; 8d716693=340f9013c5b2b2354dffb5aa95442bc3ad3c91802de5e13c25e18eb811fc1856
# normalization: dropped = the `/* Generated by pcrec` line, the `.abi = N,` initializer, and every `#define` whose name is defined on ONE side only; everything else compared verbatim (.c + .h, emitted WITHOUT -fcomments)
# generated by: tools/program_identity.py (docs/design/null_band_v1.md)
# config auto-caps-simdna: flags `--features all`; records capability@0.1__pcrec_25b1984f_auto-caps-simdna__budu-ryzen1600__20260922T021127Z.jsonl / capability@0.1__pcrec_8d716693_auto-caps-simdna__budu-ryzen1600__20260923T031941Z.jsonl
# config auto-nocaps-simdna: flags `--features all --no-captures`; records capability@0.1__pcrec_25b1984f_auto-nocaps-simdna__budu-ryzen1600__20260922T024402Z.jsonl / capability@0.1__pcrec_8d716693_auto-nocaps-simdna__budu-ryzen1600__20260923T035507Z.jsonl
# config vm-caps-simdna: flags `--features all --engine=vm`; records capability@0.1__pcrec_25b1984f_vm-caps-simdna__budu-ryzen1600__20260922T031341Z.jsonl / capability@0.1__pcrec_8d716693_vm-caps-simdna__budu-ryzen1600__20260923T042632Z.jsonl
# config vm-in-caps-simdna: flags `--features all --engine=vm`; records capability@0.1__pcrec_25b1984f_vm-in-caps-simdna__budu-ryzen1600__20260922T035712Z.jsonl / capability@0.1__pcrec_8d716693_vm-in-caps-simdna__budu-ryzen1600__20260923T050923Z.jsonl
# verdicts: changed=366, identical=131, refused-both=15
config	pattern_id	form	verdict	old_sha256	new_sha256	ignored_one_sided_macros
auto-caps-simdna	balanced-parens-rec	plain	changed	a4f3070cc81f4a3797dab5e41236d4388258e78b5d1808ab3d4451486a5b138a	f6ea09c8bbfeddafe46777cddf1412844724802832ff2f5cef14a36d45f95347	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	balanced-parens-rec	whole-subject	changed	f737522263cf59e86161c30ae11942b7ae335c9746ca1390e118c6f19c38ba14	155ee0726d755712ff549380ad022854e6ad75c5d84224625eccd5f38889760d	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	base10num-near-miss	plain	identical	67a3813f517b0a97e2423792171698696562f5f16ec833d855c3c2859022cb8b	67a3813f517b0a97e2423792171698696562f5f16ec833d855c3c2859022cb8b	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	base10num-near-miss	whole-subject	identical	3df441efc4edf1fed513ac2f7e3a4f3ad6cffa69e90287acc36705bda591a2c7	3df441efc4edf1fed513ac2f7e3a4f3ad6cffa69e90287acc36705bda591a2c7	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	bracket-array-define	plain	changed	dfbbad6c34b3d282be79f675fa7ac6320d7e9d5360df7977cefc71a7544d1251	76fe46faba1f4c5efd1c239ca9f1af69017a26e16fa8a4d249a01bbbb6fb9ff1	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	bracket-array-define	whole-subject	changed	d496ebb7710ccc5d6c7bec24c6285757060952d87d09c52748119a4e7d125cdb	f83f86e0b2b9427b3df53aa982af4a893cd20aac3e5d39ab2469dc0688fda055	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	codegrammar-flat	plain	changed	4a6d02f0c89e4c38bd34e0955f43e6ca8180cc23c8d454383f6c753c6f1de604	7f13e006d00a4a6e3ac601995f75a4cbc058a99e17d10c815511067b208fcf5c	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	codegrammar-flat	whole-subject	changed	08f0e22b660c863635e1bda9dbaa6517bfcb107b67cf6c38ac79208984759198	d41480ec10d903006fa26d1d950a7b361b2aa2c318f1c7d1c1cb41e1fea4309b	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	codegrammar-xflag	plain	changed	e29ce62ea3907546cf8f0ca114bfd200523ea0247c569f70852519a15d3aa2fd	5dc2bff91d23e562bd5148252fad89ae89a14a18950dbe31e3f1b95488da876b	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	codegrammar-xflag	whole-subject	changed	b9dcc12a4b5a9c44cc8c159f4f8c10995c03f63fe0154695223a9d553fa07d08	9b6f3d92f1b21577daa1726c0d7f22ca270c525acd15fc7d38a790bf37c16abb	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	currency-lookbehind-fixed	plain	identical	4e26a28b5b0b782e892f800c625a8fe9126afc243ba86be457bf39af6bfb7a8e	4e26a28b5b0b782e892f800c625a8fe9126afc243ba86be457bf39af6bfb7a8e	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	currency-lookbehind-fixed	whole-subject	identical	52299d1b6a4256cadd14b33a005afe658acbee04d59e2264f9cf7a1336a9a105	52299d1b6a4256cadd14b33a005afe658acbee04d59e2264f9cf7a1336a9a105	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	date-nested-plus	plain	changed	6b03f8b3eed6c7236dfc93ab55efda240e3320c31e5c29a1c0c799ffb3a51c3d	920eef896f1a9a837e816cb36c002fa484f371e0730201676d1fee269e8f1c42	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	date-nested-plus	whole-subject	changed	63982cca787db407dd96cbe6de144d56eedcf44857b917ed53f5c6f9e5338d31	a5d1057c3db6789103287e2bb1e8b62916cdf2fd2bdac0782fe6024cc895f399	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	doubled-word	plain	identical	eea6cc9da45d1a4ccedfabc24dd4791f54a1d7d4bf480f641407b834a15fb6b0	eea6cc9da45d1a4ccedfabc24dd4791f54a1d7d4bf480f641407b834a15fb6b0	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	doubled-word	whole-subject	identical	475ec289628ee81e138403a6cdda173a2a35d0bf4c2c9307a8ff6254e5547088	475ec289628ee81e138403a6cdda173a2a35d0bf4c2c9307a8ff6254e5547088	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	dup-param-detect	plain	changed	5bef6ff7c4da861ee0d28aa0b9dde8e056b6d4d80f31eca77564dfa9694a02c2	c24372a6a18740b0e7fe396a563ba8c6217f7a5f821291f36fcfcfa43731cec8	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	dup-param-detect	whole-subject	changed	b893ac0f2cdc2c76e1818c5936d96dcb7e55de4cdbf1da1b9aa730a07f4de3d2	cfe2e409b7390905a7b4fc8a4c26226851126033cb66222f99a591ae7c35d5d2	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	email-local-nodup	plain	changed	061856ac1b1fc2142c78f417f790eca7050856180b411bd33d7f9130fe7d4e2d	e95e41fb795c6e5eb46e7f3a0b3264addd0877a58a3633e8d37b644f651f33c2	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	email-local-nodup	whole-subject	changed	a4a37021fcf0c0ad41911e9d0315d23957b9d9d927659c4d257af36eb3f66f79	3f303f5f3ae7536bf345d47da852c5763094f793cfc815b40741818d72421f49	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	email-nested-plus	plain	changed	66a42ebf689364999c3026132360daa986a5ed986143e80e1549f195d9aa826e	85942e5290f7283d1d3d1612f654c0b47efda8e720c0f84bb2990c37a26ac1f8	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	email-nested-plus	whole-subject	changed	64372e3df8d135f9f2ec2088c9fcd477b99ea7f84acbe9f5d040f686608200f3	72135ac4c5d4307324de48ce8c569c3f729e4920f1d95fd8f83dbd6b708dd235	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	evil-alt-nested	plain	changed	1520f5afb8919db37667f4147036fe84f99d808479feaa84d2c296ad031d217b	e6431775ca9ee20989c388368de4cc0bee570f32a88048b062afa3f130e46ccf	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	evil-alt-nested	whole-subject	changed	f0e2be72e87c651b9cdc5896bdcb32519800e141cf64263ff6278cd08989a5cc	519c084bd950c98ec0f5792689f6eee784854c19634698c15f6f0bdf59acb6a9	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	file-ext-order	plain	changed	890ec3500bda257513bdb1b8d17d09deb96324fb1a6dee68022ffb88ea5acfbd	25c31fbf14632618204cbe118aea6ba0170af255c9387c72a9036c65a031cf6a	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	file-ext-order	whole-subject	changed	4ebbee830c28711988ad911e06ec5bf7220c7a93a6ada5576e0372afc3fb2b2a	ffe6acb229f9c0d58592ecc99d2a2a95bc67eb8880da3361773e6246f629c4f9	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	float-literal-bound	plain	changed	8063d71b504be09c5cb375e89b26c13e55451fd4b02a057ae8613c336884fe64	5407470428fbf7c526d906d9b132d3a4561a1de9d7f34fdd9a3fc1eabed3b002	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	float-literal-bound	whole-subject	changed	07839308cdc2bbb2fddd80287ca0541eb8de972558dc57e98b13f835c0f03c08	082e86911c13ddcb80a143af768d3a6dd443f058fa1015bbf25422d554c7d471	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	floor-byte	plain	changed	b6bf54f1cd1cbc4db2f0c3f05aff4c660502710327d522be3bd613a739a97441	4b20283eeeda2a5491e6d901c1dd6b134f60f745fdd39dd437889a025bcd4318	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	floor-byte	whole-subject	changed	1304c0e0a046929c31e670e084f46ee02047288927f5466b5b5c1c842af647c9	49786f2ba66333413b9b59eafddbc558fde393effd72720dad7596b2f6e389d4	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	high-byte-run	plain	identical	b59bdd6d3fdeddf326233585fac4d8fc4496489274a6c8a1a355667b6e25038d	b59bdd6d3fdeddf326233585fac4d8fc4496489274a6c8a1a355667b6e25038d	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	high-byte-run	whole-subject	changed	cfcd49a69e6326816e068ae70c2f8bb95ff702f1b38596948d9a2c3b85e7a58b	de16059c9852802256f7015a4a882e82159db8b74aba0fcc89fb0d0dab5db3d3	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	ipv4-near-miss	plain	changed	5f245aaeec3303ec7bf9d6e8879af9012646d47f0a5a1bf5a59b581ac449873a	f1b9e26888545dcc1784d632220ffd4b8095118f04c677424dd89bf671790e23	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	ipv4-near-miss	whole-subject	changed	0e39f581a332ab381e6eaf698ad061956fffb000dce54e25517586e44d047e1a	2fa43adf23b3ede2da89e25de6cb526c09d8a632179840078e9786c09802e527	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	keyword-prefix-order	plain	changed	6cac3037d84fd944ac9012c7c954cc58fa8855a74ba1eb74992965b64129d76e	e980d9cadd3b06068b0a7ebc1188a4da80f4a1de890f724b9fe849df9409edf4	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	keyword-prefix-order	whole-subject	changed	be07f68bc8e7135fe6dbe4515384e564b769f5d38033f5ec5de1a3e296c92274	4a724025be0ec8e4b5e0418718aa341805fb2b04c6c53cf459bbe3e3f1b9b6b4	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	logparse-atomic	plain	changed	880a3af0b6a3594b6e73846c2c1b37f298865f91bbb40aaef57fc9e670c07d0a	99e7d20807872b0e23207cb4c305c00602d4cd63d60c1f47e1e4686900f973c1	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	logparse-atomic	whole-subject	changed	a077d826cca059cb5997494602fd0ea9da196bc197356382a59b216550aac153	4b9afc3b1ea1e1ca66690775425c382cdd0a7eba5beafa59b6a16ee5c9380316	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	logparse-atomic-removed	plain	changed	7d63a75e91f51b49fdae3a5b203075ec65d5ab4fd104940ebe1b899375c36f90	d5c6940f17be0c8d51bb50b433afb7c26a71a12a0bceb487f59dbd6158a5a380	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	logparse-atomic-removed	whole-subject	changed	78243c21962d1a4c89e976e4838c09be9e629371a829157534bfd3545b245514	0caa40af804607fa3af0db12f80bbaca839a3cc972841d974963f04a86321f5a	RX_END_WINDOW,RX_REQ_BYTE,RX_VM_START
auto-caps-simdna	mojibake-curly-quote	plain	changed	e2ccff2b3d51b274dcf483fb345e9aa0998dba1bf507211fc40b1e79415a66ce	5c32af2c08a320c451a5b001815b9363dd7d478ce6168bce017ae156d8039282	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	mojibake-curly-quote	whole-subject	changed	5f7c75231c5c375db14da1d2fea6b82b50ae6fdcbe253812d9c2ce75b0554eff	cf848e455784ee6cc4dd8cc770760563d1e11ac06f977cebf13516be8d2e9596	RX_END_WINDOW,RX_REQ_BYTE
auto-caps-simdna	negation-scope-lookbehind-var	plain	refused-both	-	-	-
auto-caps-simdna	negation-scope-lookbehind-var	whole-subject	refused-both	-	-	-
