# program_identity v1; subbench=capability@0.1; engine=pcrec; old=8d716693; new=b1885a83
# binaries: 8d716693=340f9013c5b2b2354dffb5aa95442bc3ad3c91802de5e13c25e18eb811fc1856; b1885a83=da3440949ec124bc9c91d0519078b017831437f83cb26c7dbc7f93601487f3f3
# normalization: dropped = the `/* Generated by pcrec` line, the `.abi = N,` initializer, and every `#define` whose name is defined on ONE side only; everything else compared verbatim (.c + .h, emitted WITHOUT -fcomments)
# generated by: tools/program_identity.py (docs/design/null_band_v1.md)
# config auto-caps-simdna: flags `--features all`; records capability@0.1__pcrec_8d716693_auto-caps-simdna__budu-ryzen1600__20260923T031941Z.jsonl / capability@0.1__pcrec_b1885a83_auto-caps-simdna__budu-ryzen1600__20260923T114747Z.jsonl
# config auto-nocaps-simdna: flags `--features all --no-captures`; records capability@0.1__pcrec_8d716693_auto-nocaps-simdna__budu-ryzen1600__20260923T035507Z.jsonl / capability@0.1__pcrec_b1885a83_auto-nocaps-simdna__budu-ryzen1600__20260923T122232Z.jsonl
# config vm-caps-simdna: flags `--features all --engine=vm`; records capability@0.1__pcrec_8d716693_vm-caps-simdna__budu-ryzen1600__20260923T042632Z.jsonl / capability@0.1__pcrec_b1885a83_vm-caps-simdna__budu-ryzen1600__20260923T125206Z.jsonl
# config vm-in-caps-simdna: flags `--features all --engine=vm`; records capability@0.1__pcrec_8d716693_vm-in-caps-simdna__budu-ryzen1600__20260923T050923Z.jsonl / capability@0.1__pcrec_b1885a83_vm-in-caps-simdna__budu-ryzen1600__20260923T133317Z.jsonl
# verdicts: changed=148, identical=349, refused-both=15
# cross-check vs pcrec nullctl.json (sha256 dea55095ae82148ec9117d27443b08f8b701bd24132aa4adbf0b5dc5ad2d8a80): 192/192 agree
config	pattern_id	form	verdict	old_sha256	new_sha256	ignored_one_sided_macros
auto-caps-simdna	balanced-parens-rec	plain	identical	03586afdd90610be078dea3173dba98cf4dff273a73ad9b51afc1318aa73b164	03586afdd90610be078dea3173dba98cf4dff273a73ad9b51afc1318aa73b164	RX_REQ_RUN
auto-caps-simdna	balanced-parens-rec	whole-subject	identical	c7309ca11219e65b4d3d8241f32a3285ecfdd7697cadb85e9d01ddabb16325d0	c7309ca11219e65b4d3d8241f32a3285ecfdd7697cadb85e9d01ddabb16325d0	RX_REQ_RUN
auto-caps-simdna	base10num-near-miss	plain	identical	2be938433b4317f3e4b88905470ab9e9818a23725f79162e9e6ae402a3eee66f	2be938433b4317f3e4b88905470ab9e9818a23725f79162e9e6ae402a3eee66f	RX_REQ_RUN
auto-caps-simdna	base10num-near-miss	whole-subject	identical	38ea797db7d092d483b437ad795867e03e2e82a995fff5e6b10b7a2caa74aae0	38ea797db7d092d483b437ad795867e03e2e82a995fff5e6b10b7a2caa74aae0	RX_REQ_RUN
auto-caps-simdna	bracket-array-define	plain	identical	0873cd7cfaf70ce65d815ffc28d2c1b4adb976a63361a07cbaedcd78b612ed3a	0873cd7cfaf70ce65d815ffc28d2c1b4adb976a63361a07cbaedcd78b612ed3a	RX_REQ_RUN
auto-caps-simdna	bracket-array-define	whole-subject	identical	8d867d1b05d946b835908ff4a2deed93d99e2af494f683a46f832e29480a262f	8d867d1b05d946b835908ff4a2deed93d99e2af494f683a46f832e29480a262f	RX_REQ_RUN
auto-caps-simdna	codegrammar-flat	plain	changed	23e692fb1017e26032a5c466dcabf24d25da522c3739a9726332fc46904ea338	bd358fcab192076c142854963459af7eb29a11f225c5b5d6ade5fa2ae779803c	RX_REQ_RUN
auto-caps-simdna	codegrammar-flat	whole-subject	changed	88f433e0abb7309473b749dfcefd3e7879b0d76d36aebb78831aa7ecde0cd267	b3a9430b7d285f16476998a238f82720dcaab76a3d2d9686a1544a245ddd0cf3	RX_REQ_RUN
auto-caps-simdna	codegrammar-xflag	plain	changed	4b915ea1c08a7021a6ad70b7f8e1e3ac795ac9734788ef442a1c38b97e72928f	618c527ab59d063612619a3b297d5dd6bfde8aef77dfa262a3d7a6e623317835	RX_REQ_RUN
auto-caps-simdna	codegrammar-xflag	whole-subject	changed	6b43eae24b6df273656e64b4ec89c7ade2104ab23195747926528551e11d43ea	1c0bb5268deada6f421bf42f78f109645cb5d023da976ce98c08d9da24d5d955	RX_REQ_RUN
auto-caps-simdna	currency-lookbehind-fixed	plain	identical	08ae322582ab650e3f1026dc589616263524965c6a8d7b0a916d5b8e2e4c25f7	08ae322582ab650e3f1026dc589616263524965c6a8d7b0a916d5b8e2e4c25f7	RX_REQ_RUN
auto-caps-simdna	currency-lookbehind-fixed	whole-subject	identical	9004bb13f65652a92309ab3da0ef8acfdf0c2a752db57e8f5de3365380eaf558	9004bb13f65652a92309ab3da0ef8acfdf0c2a752db57e8f5de3365380eaf558	RX_REQ_RUN
auto-caps-simdna	date-nested-plus	plain	identical	4d10bcf37a2378d55fa60c3ecf34cc63a12423076d40bc81479407a3a5bb02ae	4d10bcf37a2378d55fa60c3ecf34cc63a12423076d40bc81479407a3a5bb02ae	RX_REQ_RUN
auto-caps-simdna	date-nested-plus	whole-subject	identical	f216726ea47d4d8c3fb0776af8778bb7057b70c03693247d29907f4c29b877df	f216726ea47d4d8c3fb0776af8778bb7057b70c03693247d29907f4c29b877df	RX_REQ_RUN
auto-caps-simdna	doubled-word	plain	identical	b905ee89d9b00ba453e1968ad2f2ddd8f094c79fc6be4a143d7d14aa02709de7	b905ee89d9b00ba453e1968ad2f2ddd8f094c79fc6be4a143d7d14aa02709de7	RX_REQ_RUN
auto-caps-simdna	doubled-word	whole-subject	identical	cdc6db44791d8cb4c429e608afaadd252aae1ce1e3835852004db7d06a4e0203	cdc6db44791d8cb4c429e608afaadd252aae1ce1e3835852004db7d06a4e0203	RX_REQ_RUN
